2026-03-24 15:52:05 | INFO     | Logger initialized — experiments/xgboost
2026-03-24 15:52:05 | INFO     | Log file - experiments/xgboost/run_20260324_155205.log
2026-03-24 15:52:05 | INFO     | CSV metrics - experiments/xgboost/metrics.csv
2026-03-24 15:52:05 | INFO     | Pipeline fitted on devices: ['edgegpu', 'raspi4', 'pixel3', 'fpga', 'eyeriss']
2026-03-24 15:52:27 | INFO     | DatasetBuilder: 78125 samples built (15625 archs x 5 devices).
2026-03-24 15:53:48 | INFO     | [0] train-mae:0.61847 | val-mae:0.54823
2026-03-24 15:53:48 | INFO     | [1] train-mae:0.59675 | val-mae:0.52899
2026-03-24 15:53:48 | INFO     | [2] train-mae:0.57558 | val-mae:0.51030
2026-03-24 15:53:48 | INFO     | [3] train-mae:0.55512 | val-mae:0.49229
2026-03-24 15:53:48 | INFO     | [4] train-mae:0.53645 | val-mae:0.47576
2026-03-24 15:53:48 | INFO     | [5] train-mae:0.51826 | val-mae:0.45955
2026-03-24 15:53:48 | INFO     | [6] train-mae:0.50061 | val-mae:0.44376
2026-03-24 15:53:48 | INFO     | [7] train-mae:0.48392 | val-mae:0.42903
2026-03-24 15:53:48 | INFO     | [8] train-mae:0.46769 | val-mae:0.41463
2026-03-24 15:53:48 | INFO     | [9] train-mae:0.45214 | val-mae:0.40103
2026-03-24 15:53:48 | INFO     | [10] train-mae:0.43739 | val-mae:0.38796
2026-03-24 15:53:48 | INFO     | [11] train-mae:0.42309 | val-mae:0.37544
2026-03-24 15:53:48 | INFO     | [12] train-mae:0.40972 | val-mae:0.36351
2026-03-24 15:53:48 | INFO     | [13] train-mae:0.39693 | val-mae:0.35219
2026-03-24 15:53:48 | INFO     | [14] train-mae:0.38501 | val-mae:0.34145
2026-03-24 15:53:48 | INFO     | [15] train-mae:0.37262 | val-mae:0.33071
2026-03-24 15:53:48 | INFO     | [16] train-mae:0.36041 | val-mae:0.31983
2026-03-24 15:53:48 | INFO     | [17] train-mae:0.34931 | val-mae:0.31026
2026-03-24 15:53:48 | INFO     | [18] train-mae:0.33884 | val-mae:0.30119
2026-03-24 15:53:48 | INFO     | [19] train-mae:0.32860 | val-mae:0.29231
2026-03-24 15:53:48 | INFO     | [20] train-mae:0.31875 | val-mae:0.28377
2026-03-24 15:53:48 | INFO     | [21] train-mae:0.30891 | val-mae:0.27513
2026-03-24 15:53:48 | INFO     | [22] train-mae:0.29989 | val-mae:0.26740
2026-03-24 15:53:48 | INFO     | [23] train-mae:0.29103 | val-mae:0.25968
2026-03-24 15:53:48 | INFO     | [24] train-mae:0.28256 | val-mae:0.25231
