2026-03-24 17:31:02 | INFO     | Logger initialized — experiments/xgboost
2026-03-24 17:31:02 | INFO     | Log file - experiments/xgboost/run_20260324_173102.log
2026-03-24 17:31:02 | INFO     | CSV metrics - experiments/xgboost/metrics.csv
2026-03-24 17:31:02 | INFO     | Pipeline fitted on devices: ['edgegpu', 'raspi4', 'pixel3', 'fpga', 'eyeriss']
2026-03-24 17:31:24 | INFO     | DatasetBuilder: 78125 samples built (15625 archs x 5 devices).
2026-03-24 17:32:19 | INFO     | [0] train-mae:0.59659 | val-mae:0.55926
2026-03-24 17:32:19 | INFO     | [1] train-mae:0.57534 | val-mae:0.53911
2026-03-24 17:32:19 | INFO     | [2] train-mae:0.55506 | val-mae:0.51993
2026-03-24 17:32:19 | INFO     | [3] train-mae:0.53538 | val-mae:0.50145
2026-03-24 17:32:19 | INFO     | [4] train-mae:0.51714 | val-mae:0.48418
2026-03-24 17:32:19 | INFO     | [5] train-mae:0.49954 | val-mae:0.46737
2026-03-24 17:32:19 | INFO     | [6] train-mae:0.48204 | val-mae:0.45076
2026-03-24 17:32:19 | INFO     | [7] train-mae:0.46571 | val-mae:0.43522
2026-03-24 17:32:19 | INFO     | [8] train-mae:0.44970 | val-mae:0.42000
2026-03-24 17:32:19 | INFO     | [9] train-mae:0.43425 | val-mae:0.40557
2026-03-24 17:32:19 | INFO     | [10] train-mae:0.41982 | val-mae:0.39193
2026-03-24 17:32:19 | INFO     | [11] train-mae:0.40580 | val-mae:0.37883
2026-03-24 17:32:19 | INFO     | [12] train-mae:0.39237 | val-mae:0.36603
2026-03-24 17:32:19 | INFO     | [13] train-mae:0.37967 | val-mae:0.35390
2026-03-24 17:32:19 | INFO     | [14] train-mae:0.36799 | val-mae:0.34275
2026-03-24 17:32:19 | INFO     | [15] train-mae:0.35610 | val-mae:0.33177
2026-03-24 17:32:19 | INFO     | [16] train-mae:0.34458 | val-mae:0.32079
2026-03-24 17:32:19 | INFO     | [17] train-mae:0.33384 | val-mae:0.31087
2026-03-24 17:32:19 | INFO     | [18] train-mae:0.32377 | val-mae:0.30133
2026-03-24 17:32:19 | INFO     | [19] train-mae:0.31396 | val-mae:0.29216
2026-03-24 17:32:19 | INFO     | [20] train-mae:0.30429 | val-mae:0.28310
2026-03-24 17:32:19 | INFO     | [21] train-mae:0.29481 | val-mae:0.27427
2026-03-24 17:32:19 | INFO     | [22] train-mae:0.28590 | val-mae:0.26595
2026-03-24 17:32:19 | INFO     | [23] train-mae:0.27741 | val-mae:0.25809
2026-03-24 17:32:19 | INFO     | [24] train-mae:0.26949 | val-mae:0.25070
2026-03-24 17:32:19 | INFO     | [25] train-mae:0.26157 | val-mae:0.24341
2026-03-24 17:32:19 | INFO     | [26] train-mae:0.25408 | val-mae:0.23637
2026-03-24 17:32:19 | INFO     | [27] train-mae:0.24731 | val-mae:0.23017
2026-03-24 17:32:19 | INFO     | [28] train-mae:0.24042 | val-mae:0.22364
2026-03-24 17:32:19 | INFO     | [29] train-mae:0.23456 | val-mae:0.21793
2026-03-24 17:32:19 | INFO     | [30] train-mae:0.22793 | val-mae:0.21182
2026-03-24 17:32:19 | INFO     | [31] train-mae:0.22207 | val-mae:0.20651
2026-03-24 17:32:19 | INFO     | [32] train-mae:0.21655 | val-mae:0.20139
2026-03-24 17:32:19 | INFO     | [33] train-mae:0.21088 | val-mae:0.19606
2026-03-24 17:32:19 | INFO     | [34] train-mae:0.20546 | val-mae:0.19105
2026-03-24 17:32:19 | INFO     | [35] train-mae:0.20025 | val-mae:0.18629
2026-03-24 17:32:19 | INFO     | [36] train-mae:0.19501 | val-mae:0.18149
2026-03-24 17:32:19 | INFO     | [37] train-mae:0.19027 | val-mae:0.17728
2026-03-24 17:32:19 | INFO     | [38] train-mae:0.18564 | val-mae:0.17307
2026-03-24 17:32:19 | INFO     | [39] train-mae:0.18162 | val-mae:0.16936
2026-03-24 17:32:19 | INFO     | [40] train-mae:0.17778 | val-mae:0.16581
2026-03-24 17:32:19 | INFO     | [41] train-mae:0.17396 | val-mae:0.16235
2026-03-24 17:32:19 | INFO     | [42] train-mae:0.16994 | val-mae:0.15868
2026-03-24 17:32:19 | INFO     | [43] train-mae:0.16584 | val-mae:0.15493
2026-03-24 17:32:19 | INFO     | [44] train-mae:0.16260 | val-mae:0.15192
2026-03-24 17:32:19 | INFO     | [45] train-mae:0.15898 | val-mae:0.14858
2026-03-24 17:32:19 | INFO     | [46] train-mae:0.15548 | val-mae:0.14540
2026-03-24 17:32:19 | INFO     | [47] train-mae:0.15229 | val-mae:0.14260
2026-03-24 17:32:19 | INFO     | [48] train-mae:0.14919 | val-mae:0.13982
2026-03-24 17:32:19 | INFO     | [49] train-mae:0.14607 | val-mae:0.13711
2026-03-24 17:32:19 | INFO     | [50] train-mae:0.14302 | val-mae:0.13437
2026-03-24 17:32:19 | INFO     | [51] train-mae:0.14002 | val-mae:0.13167
